QUANTITYORDERED,PRICEEACH,SALES,PRODUCTCODE,Classic Cars,Motorcycles,Planes,Ships,Trains,Trucks and Buses,Vintage Cars,Large,Medium,Small
50,100.0,9534.5,32,0,0,0,0,0,0,1,1,0,0
29,100.0,5579.02,32,0,0,0,0,0,0,1,0,1,0
43,100.0,5950.34,32,0,0,0,0,0,0,1,0,1,0
24,100.0,3726.0,32,0,0,0,0,0,0,1,0,1,0
22,100.0,4455.0,32,0,0,0,0,0,0,1,0,1,0
43,100.0,8272.34,32,0,0,0,0,0,0,1,1,0,0
20,100.0,3577.6,32,0,0,0,0,0,0,1,0,1,0
25,100.0,3881.25,32,0,0,0,0,0,0,1,0,1,0
36,100.0,5797.44,32,0,0,0,0,0,0,1,0,1,0
24,52.67,1264.08,32,0,0,0,0,0,0,1,0,0,1
21,100.0,4815.3,32,0,0,0,0,0,0,1,0,1,0
30,100.0,4462.2,32,0,0,0,0,0,0,1,0,1,0
32,94.79,3033.28,32,0,0,0,0,0,0,1,0,1,0
21,47.18,990.78,32,0,0,0,0,0,0,1,0,0,1
26,78.11,2030.86,32,0,0,0,0,0,0,1,0,0,1
35,100.0,5433.75,32,0,0,0,0,0,0,1,0,1,0
26,100.0,3157.44,33,1,0,0,0,0,0,0,0,1,0
46,100.0,5161.2,33,1,0,0,0,0,0,0,0,1,0
37,100.0,4346.76,33,1,0,0,0,0,0,0,0,1,0
27,100.0,3528.36,33,1,0,0,0,0,0,0,0,1,0
23,100.0,3187.8,33,1,0,0,0,0,0,0,0,1,0
39,100.0,6023.16,33,1,0,0,0,0,0,0,0,1,0
27,100.0,3884.76,33,1,0,0,0,0,0,0,0,1,0
38,100.0,4965.84,33,1,0,0,0,0,0,0,0,1,0
27,100.0,4169.88,33,1,0,0,0,0,0,0,0,1,0
40,100.0,4910.4,33,1,0,0,0,0,0,0,0,1,0
24,100.0,3231.36,33,1,0,0,0,0,0,0,0,1,0
44,100.0,6853.44,33,1,0,0,0,0,0,0,0,1,0
37,100.0,5177.04,33,1,0,0,0,0,0,0,0,1,0
20,100.0,2824.8,33,1,0,0,0,0,0,0,0,0,1
39,100.0,4324.32,33,1,0,0,0,0,0,0,0,1,0
44,100.0,5052.96,33,1,0,0,0,0,0,0,0,1,0
22,100.0,3223.44,33,1,0,0,0,0,0,0,0,1,0
43,100.0,5278.68,33,1,0,0,0,0,0,0,0,1,0
27,100.0,2851.2,33,1,0,0,0,0,0,0,0,0,1
26,64.9,1687.4,33,1,0,0,0,0,0,0,0,0,1
25,52.32,1308.0,33,1,0,0,0,0,0,0,0,0,1
49,100.0,6144.6,33,1,0,0,0,0,0,0,0,1,0
29,100.0,5127.2,33,1,0,0,0,0,0,0,0,1,0
41,100.0,6386.16,33,1,0,0,0,0,0,0,0,1,0
55,100.0,7695.6,33,1,0,0,0,0,0,0,1,0,0
27,83.07,2242.89,34,0,0,0,0,0,0,1,0,0,1
23,100.0,2539.89,34,0,0,0,0,0,0,1,0,0,1
31,90.17,2795.27,34,0,0,0,0,0,0,1,0,0,1
46,100.0,5545.76,34,0,0,0,0,0,0,1,0,1,0
47,91.18,4285.46,34,0,0,0,0,0,0,1,0,1,0
31,100.0,3329.09,34,0,0,0,0,0,0,1,0,1,0
46,100.0,5592.22,34,0,0,0,0,0,0,1,0,1,0
37,89.15,3298.55,34,0,0,0,0,0,0,1,0,1,0
28,93.21,2609.88,34,0,0,0,0,0,0,1,0,0,1
37,90.17,3336.29,34,0,0,0,0,0,0,1,0,1,0
49,100.0,5510.05,34,0,0,0,0,0,0,1,0,1,0
24,100.0,2504.4,34,0,0,0,0,0,0,1,0,0,1
30,100.0,3525.6,34,0,0,0,0,0,0,1,0,1,0
50,88.14,4407.0,34,0,0,0,0,0,0,1,0,1,0
31,96.24,2983.44,34,0,0,0,0,0,0,1,0,0,1
46,100.0,5126.24,34,0,0,0,0,0,0,1,0,1,0
47,100.0,5713.79,34,0,0,0,0,0,0,1,0,1,0
46,100.0,4613.8,34,0,0,0,0,0,0,1,0,1,0
37,100.0,3711.1,34,0,0,0,0,0,0,1,0,1,0
33,100.0,3524.73,34,0,0,0,0,0,0,1,0,1,0
31,90.17,2795.27,34,0,0,0,0,0,0,1,0,0,1
48,100.0,4814.4,34,0,0,0,0,0,0,1,0,1,0
41,87.13,3572.33,34,0,0,0,0,0,0,1,0,1,0
42,100.0,4581.36,34,0,0,0,0,0,0,1,0,1,0
41,100.0,4319.76,34,0,0,0,0,0,0,1,0,1,0
32,45.25,1448.0,34,0,0,0,0,0,0,1,0,0,1
10,88.14,881.4,34,0,0,0,0,0,0,1,0,0,1
35,57.46,2011.1,35,0,0,0,0,0,0,1,0,0,1
28,64.33,1801.24,35,0,0,0,0,0,0,1,0,0,1
46,73.7,3390.2,35,0,0,0,0,0,0,1,0,1,0
20,71.2,1424.0,35,0,0,0,0,0,0,1,0,0,1
30,49.97,1499.1,35,0,0,0,0,0,0,1,0,0,1
48,69.96,3358.08,35,0,0,0,0,0,0,1,0,1,0
28,53.72,1504.16,35,0,0,0,0,0,0,1,0,0,1
39,68.08,2655.12,35,0,0,0,0,0,0,1,0,0,1
24,51.84,1244.16,35,0,0,0,0,0,0,1,0,0,1
28,67.46,1888.88,35,0,0,0,0,0,0,1,0,0,1
31,58.71,1820.01,35,0,0,0,0,0,0,1,0,0,1
45,63.71,2866.95,35,0,0,0,0,0,0,1,0,0,1
24,58.09,1394.16,35,0,0,0,0,0,0,1,0,0,1
49,53.72,2632.28,35,0,0,0,0,0,0,1,0,0,1
32,63.08,2018.56,35,0,0,0,0,0,0,1,0,0,1
43,68.71,2954.53,35,0,0,0,0,0,0,1,0,0,1
37,50.59,1871.83,35,0,0,0,0,0,0,1,0,0,1
24,64.96,1559.04,35,0,0,0,0,0,0,1,0,0,1
35,53.72,1880.2,35,0,0,0,0,0,0,1,0,0,1
41,29.87,1224.67,35,0,0,0,0,0,0,1,0,0,1
26,100.0,2979.08,35,0,0,0,0,0,0,1,0,0,1
34,64.96,2208.64,35,0,0,0,0,0,0,1,0,0,1
49,70.58,3458.42,35,0,0,0,0,0,0,1,0,1,0
28,44.21,1237.88,35,0,0,0,0,0,0,1,0,0,1
40,68.08,2723.2,35,0,0,0,0,0,0,1,0,0,1
37,59.96,2218.52,35,0,0,0,0,0,0,1,0,0,1
31,53.72,1665.32,35,0,0,0,0,0,0,1,0,0,1
41,83.44,3421.04,36,0,0,0,1,0,0,0,0,1,0
21,89.46,1878.66,36,0,0,0,1,0,0,0,0,0,1
40,96.34,3853.6,36,0,0,0,1,0,0,0,0,1,0
46,74.84,3442.64,36,0,0,0,1,0,0,0,0,1,0
44,79.14,3482.16,36,0,0,0,1,0,0,0,0,1,0
46,73.12,3363.52,36,0,0,0,1,0,0,0,0,1,0
41,81.72,3350.52,36,0,0,0,1,0,0,0,0,1,0
32,89.46,2862.72,36,0,0,0,1,0,0,0,0,0,1
46,87.74,4036.04,36,0,0,0,1,0,0,0,0,1,0
28,100.0,2817.92,36,0,0,0,1,0,0,0,0,0,1
49,94.62,4636.38,36,0,0,0,1,0,0,0,0,1,0
21,73.98,1553.58,36,0,0,0,1,0,0,0,0,0,1
32,84.3,2697.6,36,0,0,0,1,0,0,0,0,0,1
34,98.06,3334.04,36,0,0,0,1,0,0,0,0,1,0
21,98.06,2059.26,36,0,0,0,1,0,0,0,0,0,1
21,96.34,2023.14,36,0,0,0,1,0,0,0,0,0,1
31,83.44,2586.64,36,0,0,0,1,0,0,0,0,0,1
21,94.62,1987.02,36,0,0,0,1,0,0,0,0,0,1
25,45.86,1146.5,36,0,0,0,1,0,0,0,0,0,1
28,82.58,2312.24,36,0,0,0,1,0,0,0,0,0,1
43,64.97,2793.71,36,0,0,0,1,0,0,0,0,0,1
22,86.74,1908.28,36,0,0,0,1,0,0,0,0,0,1
37,93.01,3441.37,36,0,0,0,1,0,0,0,0,1,0
28,72.26,2023.28,36,0,0,0,1,0,0,0,0,0,1
30,74.84,2245.2,36,0,0,0,1,0,0,0,0,0,1
44,73.98,3255.12,36,0,0,0,1,0,0,0,0,1,0
25,100.0,2539.5,37,0,0,0,0,0,0,1,0,0,1
43,100.0,4818.15,37,0,0,0,0,0,0,1,0,1,0
30,97.39,2921.7,37,0,0,0,0,0,0,1,0,0,1
20,90.06,1801.2,37,0,0,0,0,0,0,1,0,0,1
26,100.0,2804.36,37,0,0,0,0,0,0,1,0,0,1
40,100.0,4900.8,37,0,0,0,0,0,0,1,0,1,0
31,89.01,2759.31,37,0,0,0,0,0,0,1,0,0,1
22,100.0,2488.2,37,0,0,0,0,0,0,1,0,0,1
23,100.0,2769.89,37,0,0,0,0,0,0,1,0,0,1
30,100.0,3581.4,37,0,0,0,0,0,0,1,0,1,0
49,100.0,5285.14,37,0,0,0,0,0,0,1,0,1,0
31,100.0,3181.53,37,0,0,0,0,0,0,1,0,1,0
29,100.0,3340.51,37,0,0,0,0,0,0,1,0,1,0
37,84.82,3138.34,37,0,0,0,0,0,0,1,0,1,0
38,100.0,4775.08,37,0,0,0,0,0,0,1,0,1,0
29,100.0,3006.43,37,0,0,0,0,0,0,1,0,1,0
23,100.0,2866.26,37,0,0,0,0,0,0,1,0,0,1
26,85.87,2232.62,37,0,0,0,0,0,0,1,0,0,1
38,100.0,4457.02,37,0,0,0,0,0,0,1,0,1,0
48,47.04,2257.92,37,0,0,0,0,0,0,1,0,0,1
40,39.8,1592.0,37,0,0,0,0,0,0,1,0,0,1
45,100.0,4948.2,37,0,0,0,0,0,0,1,0,1,0
44,100.0,5160.76,37,0,0,0,0,0,0,1,0,1,0
21,94.22,1978.62,37,0,0,0,0,0,0,1,0,0,1
35,100.0,4288.2,37,0,0,0,0,0,0,1,0,1,0
29,86.92,2520.68,37,0,0,0,0,0,0,1,0,0,1
21,84.82,1781.22,37,0,0,0,0,0,0,1,0,0,1
22,100.0,3065.04,38,0,0,0,0,0,0,1,0,1,0
26,100.0,3551.34,38,0,0,0,0,0,0,1,0,1,0
41,100.0,5544.02,38,0,0,0,0,0,0,1,0,1,0
47,100.0,6034.33,38,0,0,0,0,0,0,1,0,1,0
31,100.0,3641.57,38,0,0,0,0,0,0,1,0,1,0
43,100.0,6930.74,38,0,0,0,0,0,0,1,0,1,0
23,100.0,3675.63,38,0,0,0,0,0,0,1,0,1,0
28,100.0,3442.04,38,0,0,0,0,0,0,1,0,1,0
49,100.0,6893.81,38,0,0,0,0,0,0,1,0,1,0
24,100.0,2622.48,38,0,0,0,0,0,0,1,0,0,1
33,100.0,4417.38,38,0,0,0,0,0,0,1,0,1,0
22,100.0,3606.02,38,0,0,0,0,0,0,1,0,1,0
32,100.0,3802.56,38,0,0,0,0,0,0,1,0,1,0
40,100.0,5026.4,38,0,0,0,0,0,0,1,0,1,0
43,100.0,6695.53,38,0,0,0,0,0,0,1,0,1,0
24,100.0,2819.28,38,0,0,0,0,0,0,1,0,0,1
32,100.0,3759.04,38,0,0,0,0,0,0,1,0,1,0
20,100.0,2731.8,38,0,0,0,0,0,0,1,0,0,1
24,69.12,1658.88,38,0,0,0,0,0,0,1,0,0,1
48,100.0,5778.24,38,0,0,0,0,0,0,1,0,1,0
44,100.0,5191.12,38,0,0,0,0,0,0,1,0,1,0
28,100.0,3862.88,38,0,0,0,0,0,0,1,0,1,0
24,61.52,1476.48,38,0,0,0,0,0,0,1,0,0,1
33,100.0,5273.73,38,0,0,0,0,0,0,1,0,1,0
41,100.0,4872.03,38,0,0,0,0,0,0,1,0,1,0
23,100.0,4556.99,39,1,0,0,0,0,0,0,0,1,0
46,100.0,8257.0,39,1,0,0,0,0,0,0,1,0,0
48,100.0,8209.44,39,1,0,0,0,0,0,0,1,0,0
25,100.0,3598.5,39,1,0,0,0,0,0,0,0,1,0
22,100.0,3837.24,39,1,0,0,0,0,0,0,0,1,0
41,100.0,8331.61,39,1,0,0,0,0,0,0,1,0,0
34,100.0,4836.5,39,1,0,0,0,0,0,0,0,1,0
32,100.0,5418.88,39,1,0,0,0,0,0,0,0,1,0
21,100.0,3734.01,39,1,0,0,0,0,0,0,0,1,0
20,100.0,3996.4,39,1,0,0,0,0,0,0,0,1,0
47,100.0,8754.69,39,1,0,0,0,0,0,0,1,0,0
39,100.0,5481.45,39,1,0,0,0,0,0,0,0,1,0
29,100.0,4419.89,39,1,0,0,0,0,0,0,0,1,0
45,100.0,6324.75,39,1,0,0,0,0,0,0,0,1,0
28,100.0,4409.72,39,1,0,0,0,0,0,0,0,1,0
26,100.0,3918.46,39,1,0,0,0,0,0,0,0,1,0
50,100.0,7620.5,39,1,0,0,0,0,0,0,1,0,0
48,100.0,8291.04,39,1,0,0,0,0,0,0,1,0,0
25,100.0,3937.25,39,1,0,0,0,0,0,0,0,1,0
40,100.0,5554.4,39,1,0,0,0,0,0,0,0,1,0
43,100.0,6407.86,39,1,0,0,0,0,0,0,0,1,0
22,100.0,4172.52,39,1,0,0,0,0,0,0,0,1,0
47,100.0,7083.37,39,1,0,0,0,0,0,0,1,0,0
36,100.0,7132.68,39,1,0,0,0,0,0,0,1,0,0
40,100.0,6773.6,39,1,0,0,0,0,0,0,0,1,0
27,100.0,3657.69,39,1,0,0,0,0,0,0,0,1,0
29,100.0,4812.55,39,1,0,0,0,0,0,0,0,1,0
20,100.0,3928.6,39,1,0,0,0,0,0,0,0,1,0
42,100.0,6401.22,39,1,0,0,0,0,0,0,0,1,0
25,100.0,4191.25,39,1,0,0,0,0,0,0,0,1,0
36,100.0,5852.52,39,1,0,0,0,0,0,0,0,1,0
21,100.0,2844.87,39,1,0,0,0,0,0,0,0,0,1
23,100.0,4011.66,39,1,0,0,0,0,0,0,0,1,0
37,100.0,7455.87,39,1,0,0,0,0,0,0,1,0,0
48,100.0,8940.96,39,1,0,0,0,0,0,0,1,0,0
25,100.0,4572.25,39,1,0,0,0,0,0,0,0,1,0
33,100.0,5700.09,39,1,0,0,0,0,0,0,0,1,0
27,100.0,3155.49,39,1,0,0,0,0,0,0,0,1,0
27,100.0,4170.69,39,1,0,0,0,0,0,0,0,1,0
20,100.0,2878.8,39,1,0,0,0,0,0,0,0,0,1
30,100.0,5029.5,39,1,0,0,0,0,0,0,0,1,0
48,100.0,7396.8,39,1,0,0,0,0,0,0,1,0,0
32,93.49,2991.68,39,1,0,0,0,0,0,0,0,0,1
34,100.0,6275.72,39,1,0,0,0,0,0,0,0,1,0
27,56.85,1534.95,39,1,0,0,0,0,0,0,0,0,1
39,100.0,7264.53,39,1,0,0,0,0,0,0,1,0,0
47,100.0,6869.05,39,1,0,0,0,0,0,0,0,1,0
22,100.0,3353.02,39,1,0,0,0,0,0,0,0,1,0
55,100.0,8289.05,39,1,0,0,0,0,0,0,1,0,0
60,100.0,11887.8,39,1,0,0,0,0,0,0,1,0,0
35,100.0,5926.9,39,1,0,0,0,0,0,0,0,1,0
28,100.0,3793.16,39,1,0,0,0,0,0,0,0,1,0
38,100.0,4330.1,40,0,0,0,0,1,0,0,0,1,0
21,95.8,2011.8,40,0,0,0,0,1,0,0,0,0,1
41,100.0,4837.18,40,0,0,0,0,1,0,0,0,1,0
22,97.81,2151.82,40,0,0,0,0,1,0,0,0,0,1
29,88.74,2573.46,40,0,0,0,0,1,0,0,0,0,1
50,100.0,5344.5,40,0,0,0,0,1,0,0,0,1,0
29,100.0,3070.52,40,0,0,0,0,1,0,0,0,1,0
49,80.67,3952.83,40,0,0,0,0,1,0,0,0,1,0
35,100.0,3564.75,40,0,0,0,0,1,0,0,0,1,0
48,100.0,5614.56,40,0,0,0,0,1,0,0,0,1,0
23,80.67,1855.41,40,0,0,0,0,1,0,0,0,0,1
48,95.8,4598.4,40,0,0,0,0,1,0,0,0,1,0
42,100.0,5082.42,40,0,0,0,0,1,0,0,0,1,0
47,100.0,5450.59,40,0,0,0,0,1,0,0,0,1,0
36,100.0,4174.92,40,0,0,0,0,1,0,0,0,1,0
22,100.0,2418.24,40,0,0,0,0,1,0,0,0,0,1
40,91.76,3670.4,40,0,0,0,0,1,0,0,0,1,0
23,100.0,2481.7,40,0,0,0,0,1,0,0,0,0,1
32,100.0,3807.68,40,0,0,0,0,1,0,0,0,1,0
21,100.0,2230.41,40,0,0,0,0,1,0,0,0,0,1
41,93.04,3814.64,40,0,0,0,0,1,0,0,0,1,0
25,84.71,2117.75,40,0,0,0,0,1,0,0,0,0,1
26,100.0,3340.48,40,0,0,0,0,1,0,0,0,1,0
24,89.75,2154.0,40,0,0,0,0,1,0,0,0,0,1
48,100.0,5808.48,40,0,0,0,0,1,0,0,0,1,0
26,68.35,1777.1,41,1,0,0,0,0,0,0,0,0,1
21,73.17,1536.57,41,1,0,0,0,0,0,0,0,0,1
45,78.0,3510.0,41,1,0,0,0,0,0,0,0,1,0
36,86.04,3097.44,41,1,0,0,0,0,0,0,0,1,0
21,81.21,1705.41,41,1,0,0,0,0,0,0,0,0,1
32,70.76,2264.32,41,1,0,0,0,0,0,0,0,0,1
30,82.82,2484.6,41,1,0,0,0,0,0,0,0,0,1
36,94.88,3415.68,41,1,0,0,0,0,0,0,0,1,0
33,86.04,2839.32,41,1,0,0,0,0,0,0,0,0,1
35,78.0,2730.0,41,1,0,0,0,0,0,0,0,0,1
37,95.69,3540.53,41,1,0,0,0,0,0,0,0,1,0
41,73.17,2999.97,41,1,0,0,0,0,0,0,0,0,1
20,76.39,1527.8,41,1,0,0,0,0,0,0,0,0,1
45,86.84,3907.8,41,1,0,0,0,0,0,0,0,1,0
38,69.96,2658.48,41,1,0,0,0,0,0,0,0,0,1
43,70.76,3042.68,41,1,0,0,0,0,0,0,0,1,0
49,78.8,3861.2,41,1,0,0,0,0,0,0,0,1,0
27,80.41,2171.07,41,1,0,0,0,0,0,0,0,0,1
46,73.98,3403.08,41,1,0,0,0,0,0,0,0,1,0
38,59.1,2245.8,41,1,0,0,0,0,0,0,0,0,1
25,66.74,1668.5,41,1,0,0,0,0,0,0,0,0,1
46,60.3,2773.8,41,1,0,0,0,0,0,0,0,0,1
22,100.0,2464.0,41,1,0,0,0,0,0,0,0,0,1
40,100.0,5491.6,41,1,0,0,0,0,0,0,0,1,0
46,100.0,4791.82,42,0,0,0,0,0,0,1,0,1,0
39,100.0,4178.85,42,0,0,0,0,0,0,1,0,1,0
38,82.34,3128.92,42,0,0,0,0,0,0,1,0,1,0
30,100.0,3095.4,42,0,0,0,0,0,0,1,0,1,0
42,94.25,3958.5,42,0,0,0,0,0,0,1,0,1,0
43,100.0,4991.44,42,0,0,0,0,0,0,1,0,1,0
29,95.24,2761.96,42,0,0,0,0,0,0,1,0,0,1
33,86.31,2848.23,42,0,0,0,0,0,0,1,0,0,1
32,79.37,2539.84,42,0,0,0,0,0,0,1,0,0,1
28,87.3,2444.4,42,0,0,0,0,0,0,1,0,0,1
41,100.0,4555.92,42,0,0,0,0,0,0,1,0,1,0
33,100.0,3666.96,42,0,0,0,0,0,0,1,0,1,0
36,84.33,3035.88,42,0,0,0,0,0,0,1,0,1,0
26,89.29,2321.54,42,0,0,0,0,0,0,1,0,0,1
34,100.0,3474.46,42,0,0,0,0,0,0,1,0,1,0
26,96.23,2501.98,42,0,0,0,0,0,0,1,0,0,1
38,100.0,3958.46,42,0,0,0,0,0,0,1,0,1,0
33,100.0,3535.95,42,0,0,0,0,0,0,1,0,1,0
33,91.27,3011.91,42,0,0,0,0,0,0,1,0,1,0
46,100.0,11336.7,42,0,0,0,0,0,0,1,1,0,0
26,100.0,2656.94,42,0,0,0,0,0,0,1,0,0,1
25,100.0,2604.25,42,0,0,0,0,0,0,1,0,0,1
45,73.08,3288.6,42,0,0,0,0,0,0,1,0,1,0
50,100.0,8935.5,42,0,0,0,0,0,0,1,1,0,0
36,100.0,4035.96,42,0,0,0,0,0,0,1,0,1,0
21,89.29,1875.09,42,0,0,0,0,0,0,1,0,0,1
29,100.0,4049.56,43,1,0,0,0,0,0,0,0,1,0
21,100.0,2469.39,43,1,0,0,0,0,0,0,0,0,1
42,100.0,5432.7,43,1,0,0,0,0,0,0,0,1,0
37,100.0,4405.22,43,1,0,0,0,0,0,0,0,1,0
25,100.0,3638.0,43,1,0,0,0,0,0,0,0,1,0
36,100.0,4444.92,43,1,0,0,0,0,0,0,0,1,0
22,100.0,3395.48,43,1,0,0,0,0,0,0,0,1,0
23,100.0,3414.58,43,1,0,0,0,0,0,0,0,1,0
32,100.0,5127.04,43,1,0,0,0,0,0,0,0,1,0
28,100.0,3745.28,43,1,0,0,0,0,0,0,0,1,0
27,100.0,4564.08,43,1,0,0,0,0,0,0,0,1,0
49,100.0,6554.24,43,1,0,0,0,0,0,0,0,1,0
41,100.0,6749.83,43,1,0,0,0,0,0,0,0,1,0
49,100.0,8427.02,43,1,0,0,0,0,0,0,1,0,0
30,100.0,3924.6,43,1,0,0,0,0,0,0,0,1,0
40,100.0,6761.6,43,1,0,0,0,0,0,0,0,1,0
23,100.0,3786.49,43,1,0,0,0,0,0,0,0,1,0
49,100.0,6266.12,43,1,0,0,0,0,0,0,0,1,0
25,100.0,3491.0,43,1,0,0,0,0,0,0,0,1,0
37,100.0,4405.22,43,1,0,0,0,0,0,0,0,1,0
55,100.0,6548.3,43,1,0,0,0,0,0,0,0,1,0
23,100.0,3177.91,43,1,0,0,0,0,0,0,0,1,0
24,100.0,4142.64,43,1,0,0,0,0,0,0,0,1,0
43,96.49,4149.07,43,1,0,0,0,0,0,0,0,1,0
50,100.0,7397.0,43,1,0,0,0,0,0,0,1,0,0
47,100.0,6241.6,44,1,0,0,0,0,0,0,0,1,0
34,100.0,5331.88,44,1,0,0,0,0,0,0,0,1,0
31,100.0,5124.3,44,1,0,0,0,0,0,0,0,1,0
28,100.0,3639.44,44,1,0,0,0,0,0,0,0,1,0
36,100.0,5544.0,44,1,0,0,0,0,0,0,0,1,0
48,100.0,5493.12,44,1,0,0,0,0,0,0,0,1,0
39,100.0,5785.26,44,1,0,0,0,0,0,0,0,1,0
45,100.0,5340.6,44,1,0,0,0,0,0,0,0,1,0
35,100.0,5735.8,44,1,0,0,0,0,0,0,0,1,0
45,100.0,6357.6,44,1,0,0,0,0,0,0,0,1,0
46,100.0,7343.9,44,1,0,0,0,0,0,0,1,0,0
37,100.0,5959.22,44,1,0,0,0,0,0,0,0,1,0
31,100.0,4029.38,44,1,0,0,0,0,0,0,0,1,0
33,100.0,5035.14,44,1,0,0,0,0,0,0,0,1,0
31,100.0,4116.8,44,1,0,0,0,0,0,0,0,1,0
27,100.0,4310.55,44,1,0,0,0,0,0,0,0,1,0
39,100.0,6446.7,44,1,0,0,0,0,0,0,0,1,0
32,100.0,3616.64,44,1,0,0,0,0,0,0,0,1,0
28,100.0,4232.76,44,1,0,0,0,0,0,0,0,1,0
26,67.91,1765.66,44,1,0,0,0,0,0,0,0,0,1
44,84.88,3734.72,44,1,0,0,0,0,0,0,0,1,0
46,100.0,4808.38,44,1,0,0,0,0,0,0,0,1,0
32,70.83,2266.56,44,1,0,0,0,0,0,0,0,0,1
65,100.0,10468.9,44,1,0,0,0,0,0,0,1,0,0
43,100.0,5589.14,44,1,0,0,0,0,0,0,0,1,0
43,67.77,2914.11,45,0,1,0,0,0,0,0,0,0,1
35,49.74,1740.9,45,0,1,0,0,0,0,0,0,0,1
45,50.36,2266.2,45,0,1,0,0,0,0,0,0,0,1
47,67.14,3155.58,45,0,1,0,0,0,0,0,0,1,0
21,64.66,1357.86,45,0,1,0,0,0,0,0,0,0,1
38,68.39,2598.82,45,0,1,0,0,0,0,0,0,0,1
21,50.36,1057.56,45,0,1,0,0,0,0,0,0,0,1
43,72.74,3127.82,45,0,1,0,0,0,0,0,0,1,0
46,54.09,2488.14,45,0,1,0,0,0,0,0,0,0,1
38,58.44,2220.72,45,0,1,0,0,0,0,0,0,0,1
26,52.22,1357.72,45,0,1,0,0,0,0,0,0,0,1
31,52.84,1638.04,45,0,1,0,0,0,0,0,0,0,1
48,54.71,2626.08,45,0,1,0,0,0,0,0,0,0,1
33,50.36,1661.88,45,0,1,0,0,0,0,0,0,0,1
38,57.2,2173.6,45,0,1,0,0,0,0,0,0,0,1
39,55.95,2182.05,45,0,1,0,0,0,0,0,0,0,1
42,67.14,2819.88,45,0,1,0,0,0,0,0,0,0,1
44,59.06,2598.64,45,0,1,0,0,0,0,0,0,0,1
29,69.63,2019.27,45,0,1,0,0,0,0,0,0,0,1
26,55.95,1454.7,45,0,1,0,0,0,0,0,0,0,1
31,53.47,1657.57,45,0,1,0,0,0,0,0,0,0,1
32,89.12,2851.84,45,0,1,0,0,0,0,0,0,0,1
28,100.0,4609.64,45,0,1,0,0,0,0,0,0,1,0
36,100.0,5079.96,45,0,1,0,0,0,0,0,0,1,0
36,52.22,1879.92,45,0,1,0,0,0,0,0,0,0,1
41,100.0,4774.86,46,0,0,0,0,0,0,1,0,1,0
27,99.52,2687.04,46,0,0,0,0,0,0,1,0,0,1
33,100.0,3423.75,46,0,0,0,0,0,0,1,0,1,0
34,100.0,3455.76,46,0,0,0,0,0,0,1,0,1,0
29,100.0,3622.97,46,0,0,0,0,0,0,1,0,1,0
34,100.0,3599.58,46,0,0,0,0,0,0,1,0,1,0
48,100.0,5386.56,46,0,0,0,0,0,0,1,0,1,0
46,100.0,4918.78,46,0,0,0,0,0,0,1,0,1,0
22,100.0,2538.8,46,0,0,0,0,0,0,1,0,0,1
20,100.0,2498.6,46,0,0,0,0,0,0,1,0,0,1
45,85.75,3858.75,46,0,0,0,0,0,0,1,0,1,0
46,100.0,5600.5,46,0,0,0,0,0,0,1,0,1,0
34,100.0,4103.46,46,0,0,0,0,0,0,1,0,1,0
50,85.75,4287.5,46,0,0,0,0,0,0,1,0,1,0
46,100.0,5795.54,46,0,0,0,0,0,0,1,0,1,0
22,84.7,1863.4,46,0,0,0,0,0,0,1,0,0,1
48,86.81,4166.88,46,0,0,0,0,0,0,1,0,1,0
47,86.81,4080.07,46,0,0,0,0,0,0,1,0,1,0
34,100.0,3815.48,46,0,0,0,0,0,0,1,0,1,0
45,100.0,5526.45,46,0,0,0,0,0,0,1,0,1,0
20,100.0,3374.6,46,0,0,0,0,0,0,1,0,1,0
50,60.49,3024.5,46,0,0,0,0,0,0,1,0,1,0
22,57.55,1266.1,46,0,0,0,0,0,0,1,0,0,1
45,100.0,4811.85,46,0,0,0,0,0,0,1,0,1,0
58,100.0,7307.42,46,0,0,0,0,0,0,1,1,0,0
51,100.0,6209.25,46,0,0,0,0,0,0,1,0,1,0
38,100.0,5348.5,47,1,0,0,0,0,0,0,0,1,0
22,100.0,2780.58,47,1,0,0,0,0,0,0,0,0,1
25,100.0,3447.0,47,1,0,0,0,0,0,0,0,1,0
24,100.0,3791.52,47,1,0,0,0,0,0,0,0,1,0
35,100.0,4524.1,47,1,0,0,0,0,0,0,0,1,0
28,100.0,3337.6,47,1,0,0,0,0,0,0,0,1,0
36,100.0,5532.12,47,1,0,0,0,0,0,0,0,1,0
39,100.0,5096.91,47,1,0,0,0,0,0,0,0,1,0
27,100.0,4537.08,47,1,0,0,0,0,0,0,0,1,0
40,100.0,6146.8,47,1,0,0,0,0,0,0,0,1,0
50,100.0,8258.0,47,1,0,0,0,0,0,0,1,0,0
42,100.0,7238.28,47,1,0,0,0,0,0,0,1,0,0
48,100.0,6756.0,47,1,0,0,0,0,0,0,0,1,0
25,100.0,3734.0,47,1,0,0,0,0,0,0,0,1,0
31,100.0,4674.8,47,1,0,0,0,0,0,0,0,1,0
44,100.0,7140.76,47,1,0,0,0,0,0,0,1,0,0
23,100.0,3600.65,47,1,0,0,0,0,0,0,0,1,0
29,100.0,4206.74,47,1,0,0,0,0,0,0,0,1,0
49,100.0,5379.71,47,1,0,0,0,0,0,0,0,1,0
36,100.0,5679.36,47,1,0,0,0,0,0,0,0,1,0
